Date,SalesRep,Product,Units,Price,Total Sales,City,State,Region,Day
12/20/2014,Edwin  Malone,Nestle Milky Bar Stick,1,311,311,Kolkata, West Bengal,East,Saturday
12/20/2014,Pauline  Beck,Nestle Fab,1,497,497,Pune, Maharashtra,West,Saturday
12/20/2014,Rachel  Gomez,Nestle Milky Bar Stick,3,229,687,Delhi, Delhi,North,Saturday
12/20/2014,Lynette  Brewer,Nestle Kit Kat Cone,1,418,418,Varanasi, Uttar Pradesh,North,Saturday
12/20/2014,Drew  Rogers,Nestle Fab,2,113,226,Delhi, Delhi,North,Saturday
12/20/2014,Iris  Underwood,Nestle Milky Bar Stick,2,451,902,Pune, Maharashtra,West,Saturday
12/20/2014,Robert  Munoz,Nestle Aero Mint Potz,1,232,232,Delhi, Delhi,North,Saturday
12/20/2014,Jaime  Pearson,Nestle Fab,2,247,494,Jodhpur, Rajasthan,North,Saturday
12/20/2014,Lynette  Brewer,Nestle Rowntree Fruit Pastil,3,429,1287,Varanasi, Uttar Pradesh,North,Saturday
12/20/2014,Christina  Fuller,Nestle Aero Mint Potz,2,174,348,Nagpur, Maharashtra,West,Saturday
12/20/2014,Mable  Lindsey,Nestle Nobbly Bobbly,2,218,436,Ahmedabad, Gujarat,West,Saturday
12/20/2014,Paulette  Spencer,Nestle Fab,2,298,596,Hyderabad, Telangana,South,Saturday
12/20/2014,Lee  Mack,Nestle Milky Bar Stick,3,196,588,Delhi, Delhi,North,Saturday
12/20/2014,Bethany  Pena,Nestle Aero Mint Potz,3,181,543,Nagpur, Maharashtra,West,Saturday
12/20/2014,Sonya  Mullins,Nestle Smarties Pop-Up,3,428,1284,Kolkata, West Bengal,East,Saturday
12/20/2014,Christy  Olson,Nestle Maxibon Cookie,19,118,2242,Surat, Gujarat,West,Saturday
12/20/2014,Max  Rodgers,Nestle Rolo Potz,22,218,4796,Nagpur, Maharashtra,West,Saturday
12/20/2014,Jaime  Pearson,Nestle Rolo Potz,2,259,518,Jodhpur, Rajasthan,North,Saturday
12/20/2014,Andrew  Meyer,Nestle Maxibon Cookie,3,388,1164,Mumbai, Maharashtra,West,Saturday
12/20/2014,Drew  Rogers,Nestle Rowntree Fruit Pastil,3,116,348,Delhi, Delhi,North,Saturday
12/20/2014,Beth  Tucker,Nestle Milky Bar Stick,1,377,377,Pune, Maharashtra,West,Saturday
12/20/2014,Brooke  Horton,Nestle Rowntree Fruit Pastil,24,115,2760,Nainital, Uttarakhand,North,Saturday
12/20/2014,Salvador  Bass,Nestle Aero Mint Potz,3,200,600,Goa, Goa,West,Saturday
12/20/2014,Cindy  Becker,Nestle Maxibon Cookie,2,468,936,Bangalore, Karnataka,South,Saturday
12/20/2014,Cassandra  Franklin,Nestle Smarties Pop-Up,4,247,988,Delhi, Delhi,North,Saturday
12/20/2014,Max  Rodgers,Nestle Toffee Crumble,9,128,1152,Nagpur, Maharashtra,West,Saturday
12/20/2014,Lee  Mack,Nestle Rowntree Fruit Pastil,2,233,466,Delhi, Delhi,North,Saturday
12/20/2014,Shari  Silva,Nestle Smarties Pop-Up,1,293,293,Mysore, Karnataka,South,Saturday
12/20/2014,Robert  Munoz,Nestle Aero Mint Potz,17,412,7004,Delhi, Delhi,North,Saturday
12/20/2014,Ernest  Davis,Nestle Smarties Pop-Up,4,184,736,Mumbai, Maharashtra,West,Saturday
12/20/2014,Cassandra  Franklin,Nestle Milky Bar Stick,2,305,610,Delhi, Delhi,North,Saturday
12/20/2014,Salvador  Bass,Nestle Maxibon Cookie,1,359,359,Goa, Goa,West,Saturday
12/20/2014,Shari  Silva,Nestle Toffee Crumble,3,436,1308,Mysore, Karnataka,South,Saturday
12/20/2014,Lynette  Brewer,Nestle Fab,1,134,134,Varanasi, Uttar Pradesh,North,Saturday
12/20/2014,Ernest  Davis,Nestle Smarties Pop-Up,2,438,876,Mumbai, Maharashtra,West,Saturday
12/20/2014,Sylvester  Morales,Nestle Kit Kat Cone,3,219,657,Mumbai, Maharashtra,West,Saturday
12/20/2014,Elbert  Klein,Nestle Nobbly Bobbly,1,485,485,Cochin, Kerala,South,Saturday
12/20/2014,Salvador  Bass,Nestle Rowntree Screamers,2,296,592,Goa, Goa,West,Saturday
12/21/2014,Christina  Fuller,Nestle Milky Bar Stick,2,253,506,Nagpur, Maharashtra,West,Sunday
12/21/2014,Rachel  Gomez,Nestle Rolo Potz,8,112,896,Delhi, Delhi,North,Sunday
12/21/2014,Paulette  Spencer,Nestle Aero Mint Potz,2,170,340,Hyderabad, Telangana,South,Sunday
12/21/2014,Sandra  Floyd,Nestle Rowntree Screamers,3,170,510,Nainital, Uttarakhand,North,Sunday
12/21/2014,Woodrow  Colon,Nestle Rolo Potz,3,213,639,Cochin, Kerala,South,Sunday
12/21/2014,Austin  Reynolds,Nestle Smarties Pop-Up,2,283,566,Kolkata, West Bengal,East,Sunday
12/21/2014,Shari  Silva,Nestle Smarties Pop-Up,9,496,4464,Mysore, Karnataka,South,Sunday
12/21/2014,Della  Jensen,Nestle Aero Mint Potz,3,259,777,Patna, Bihar,East,Sunday
12/21/2014,Peter  Hodges,Nestle Milky Bar Stick,2,189,378,Shimla, Himachal Pradesh,North,Sunday
12/21/2014,Trevor  Jones,Nestle Smarties Pop-Up,3,213,639,Pune, Maharashtra,West,Sunday
12/21/2014,Beth  Tucker,Nestle Aero Mint Potz,2,289,578,Pune, Maharashtra,West,Sunday
12/21/2014,Ben  Perez,Nestle Smarties Pop-Up,1,406,406,Goa, Goa,West,Sunday
12/21/2014,Felicia  Jennings,Nestle Rowntree Screamers,13,232,3016,Pune, Maharashtra,West,Sunday
12/21/2014,Ellen  Weaver,Nestle Milky Bar Stick,2,450,900,Hyderabad, Telangana,South,Sunday
12/21/2014,Tiffany  May,Nestle Toffee Crumble,2,115,230,Agra, Uttar Pradesh,North,Sunday
12/21/2014,Billie  Chandler,Nestle Kit Kat Cone,2,344,688,Surat, Gujarat,West,Sunday
12/21/2014,Tracy  Reed,Nestle Rowntree Fruit Pastil,2,261,522,Agra, Uttar Pradesh,North,Sunday
12/21/2014,Cassandra  Franklin,Nestle Toffee Crumble,1,463,463,Delhi, Delhi,North,Sunday
12/21/2014,Herman  Williams,Nestle Milky Bar Stick,2,248,496,Darjeeling, West Bengal,East,Sunday
12/21/2014,Bobbie  Ryan,Nestle Smarties Pop-Up,12,121,1452,Darjeeling, West Bengal,East,Sunday
12/21/2014,Trevor  Jones,Nestle Smarties Pop-Up,3,421,1263,Pune, Maharashtra,West,Sunday
12/21/2014,Andrew  Meyer,Nestle Rowntree Fruit Pastil,2,276,552,Mumbai, Maharashtra,West,Sunday
12/21/2014,Cindy  Becker,Nestle Fab,1,182,182,Bangalore, Karnataka,South,Sunday
12/21/2014,Salvador  Bass,Nestle Maxibon Cookie,2,381,762,Goa, Goa,West,Sunday
12/21/2014,Pauline  Beck,Nestle Milky Bar Stick,1,400,400,Pune, Maharashtra,West,Sunday
12/21/2014,Edwin  Malone,Nestle Toffee Crumble,2,210,420,Kolkata, West Bengal,East,Sunday
12/21/2014,Rachel  Gomez,Nestle Milky Bar Stick,3,296,888,Delhi, Delhi,North,Sunday
12/21/2014,Herman  Williams,Nestle Rowntree Fruit Pastil,2,286,572,Darjeeling, West Bengal,East,Sunday
12/21/2014,Lula  Daniels,Nestle Aero Mint Potz,2,292,584,Nainital, Uttarakhand,North,Sunday
12/21/2014,Johanna  Boone,Nestle Smarties Pop-Up,2,470,940,Mysore, Karnataka,South,Sunday
12/21/2014,Charlie  Wood,Nestle Smarties Pop-Up,2,378,756,Agra, Uttar Pradesh,North,Sunday
12/21/2014,Ruben  Nunez,Nestle Kit Kat Cone,3,200,600,Ahmedabad, Gujarat,West,Sunday
12/21/2014,Isabel  Cross,Nestle Kit Kat Cone,2,499,998,Ranchi, Jharkhand,East,Sunday
12/21/2014,Jaime  Pearson,Nestle Milky Bar Stick,3,210,630,Jodhpur, Rajasthan,North,Sunday
12/21/2014,Sandra  Floyd,Nestle Rowntree Screamers,3,226,678,Nainital, Uttarakhand,North,Sunday
12/21/2014,Cindy  Becker,Nestle Smarties Pop-Up,3,127,381,Bangalore, Karnataka,South,Sunday
12/21/2014,Isabel  Cross,Nestle Aero Mint Potz,3,214,642,Ranchi, Jharkhand,East,Sunday
12/21/2014,Sandra  Floyd,Nestle Smarties Pop-Up,2,394,788,Nainital, Uttarakhand,North,Sunday
12/21/2014,Jenny  Garcia,Nestle Toffee Crumble,2,111,222,Shimla, Himachal Pradesh,North,Sunday
12/21/2014,Robert  Munoz,Nestle Maxibon Cookie,12,402,4824,Delhi, Delhi,North,Sunday
12/21/2014,Della  Jensen,Nestle Aero Mint Potz,1,334,334,Patna, Bihar,East,Sunday
12/21/2014,Trevor  Jones,Nestle Rowntree Fruit Pastil,3,242,726,Pune, Maharashtra,West,Sunday
12/21/2014,Pauline  Beck,Nestle Rolo Potz,3,410,1230,Pune, Maharashtra,West,Sunday
12/21/2014,Max  Rodgers,Nestle Maxibon Cookie,3,416,1248,Nagpur, Maharashtra,West,Sunday
12/21/2014,Cassandra  Franklin,Nestle Milky Bar Stick,1,312,312,Delhi, Delhi,North,Sunday
12/21/2014,Lee  Mack,Nestle Toffee Crumble,2,218,436,Delhi, Delhi,North,Sunday
12/21/2014,Robert  Munoz,Nestle Smarties Pop-Up,4,175,700,Delhi, Delhi,North,Sunday
12/21/2014,Salvador  Bass,Nestle Nobbly Bobbly,2,289,578,Goa, Goa,West,Sunday
12/21/2014,Billie  Chandler,Nestle Milky Bar Stick,1,138,138,Surat, Gujarat,West,Sunday
12/21/2014,Cindy  Becker,Nestle Aero Mint Potz,3,407,1221,Bangalore, Karnataka,South,Sunday
12/21/2014,Pauline  Beck,Nestle Aero Mint Potz,3,327,981,Pune, Maharashtra,West,Sunday
12/21/2014,Cassandra  Franklin,Nestle Milky Bar Stick,2,335,670,Delhi, Delhi,North,Sunday
12/21/2014,Patty  Thompson,Nestle Smarties Pop-Up,2,448,896,Mumbai, Maharashtra,West,Sunday
12/21/2014,Arturo  Francis,Nestle Smarties Pop-Up,1,322,322,Ranchi, Jharkhand,East,Sunday
12/21/2014,Sylvester  Morales,Nestle Rowntree Fruit Pastil,1,149,149,Mumbai, Maharashtra,West,Sunday
12/21/2014,Felicia  Jennings,Nestle Rolo Potz,3,478,1434,Pune, Maharashtra,West,Sunday
12/21/2014,Isabel  Cross,Nestle Kit Kat Cone,1,472,472,Ranchi, Jharkhand,East,Sunday
12/21/2014,Allan  Ramos,Nestle Fab,2,362,724,Jodhpur, Rajasthan,North,Sunday
12/21/2014,Dan  Peterson,Nestle Rowntree Fruit Pastil,1,492,492,Shimla, Himachal Pradesh,North,Sunday
12/21/2014,Cindy  Becker,Nestle Smarties Pop-Up,3,228,684,Bangalore, Karnataka,South,Sunday
12/21/2014,Guillermo  Potter,Nestle Milky Bar Stick,2,222,444,Nainital, Uttarakhand,North,Sunday
12/21/2014,Austin  Reynolds,Nestle Milky Bar Stick,2,426,852,Kolkata, West Bengal,East,Sunday
12/21/2014,Sandra  Floyd,Nestle Rowntree Fruit Pastil,16,386,6176,Nainital, Uttarakhand,North,Sunday
12/21/2014,Max  Rodgers,Nestle Maxibon Cookie,2,287,574,Nagpur, Maharashtra,West,Sunday
12/21/2014,Blake  Bridges,Nestle Aero Mint Potz,23,391,8993,Cochin, Kerala,South,Sunday
12/21/2014,Drew  Rogers,Nestle Milky Bar Stick,3,169,507,Delhi, Delhi,North,Sunday
12/21/2014,Drew  Rogers,Nestle Milky Bar Stick,16,147,2352,Delhi, Delhi,North,Sunday
12/21/2014,Iris  Underwood,Nestle Milky Bar Stick,1,156,156,Pune, Maharashtra,West,Sunday
12/21/2014,Jaime  Pearson,Nestle Rolo Potz,3,219,657,Jodhpur, Rajasthan,North,Sunday
12/22/2014,Robert  Munoz,Nestle Fab,2,208,416,Delhi, Delhi,North,Monday
12/22/2014,Robert  Munoz,Nestle Smarties Pop-Up,3,254,762,Delhi, Delhi,North,Monday
12/22/2014,Eric  Rose,Nestle Fab,2,162,324,Mumbai, Maharashtra,West,Monday
12/22/2014,Brooke  Horton,Nestle Rowntree Fruit Pastil,2,480,960,Nainital, Uttarakhand,North,Monday
12/22/2014,Christy  Olson,Nestle Fab,11,391,4301,Surat, Gujarat,West,Monday
12/22/2014,Allan  Ramos,Nestle Smarties Pop-Up,3,469,1407,Jodhpur, Rajasthan,North,Monday
12/22/2014,Ruben  Nunez,Nestle Fab,3,151,453,Ahmedabad, Gujarat,West,Monday
12/22/2014,Lula  Daniels,Nestle Smarties Pop-Up,1,391,391,Nainital, Uttarakhand,North,Monday
12/22/2014,Brooke  Horton,Nestle Smarties Pop-Up,3,432,1296,Nainital, Uttarakhand,North,Monday
12/22/2014,Lance  Yates,Nestle Rowntree Fruit Pastil,5,235,1175,Srinagar, Jammu and Kashmir,North,Monday
12/22/2014,Kyle  Carr,Nestle Toffee Crumble,1,225,225,Delhi, Delhi,North,Monday
12/22/2014,Ernest  Davis,Nestle Aero Mint Potz,1,187,187,Mumbai, Maharashtra,West,Monday
12/22/2014,Ruben  Nunez,Nestle Rowntree Fruit Pastil,2,391,782,Ahmedabad, Gujarat,West,Monday
12/22/2014,Elaine  Ellis,Nestle Smarties Pop-Up,1,328,328,Hyderabad, Telangana,South,Monday
12/22/2014,Eric  Rose,Nestle Fab,3,353,1059,Mumbai, Maharashtra,West,Monday
12/22/2014,Jenny  Garcia,Nestle Aero Mint Potz,2,392,784,Shimla, Himachal Pradesh,North,Monday
12/22/2014,Lynette  Brewer,Nestle Milky Bar Stick,2,280,560,Varanasi, Uttar Pradesh,North,Monday
12/22/2014,Rachel  Gomez,Nestle Toffee Crumble,2,455,910,Delhi, Delhi,North,Monday
12/22/2014,Lynette  Brewer,Nestle Milky Bar Stick,7,431,3017,Varanasi, Uttar Pradesh,North,Monday
12/22/2014,Elbert  Klein,Nestle Smarties Pop-Up,1,292,292,Cochin, Kerala,South,Monday
12/22/2014,Donna  Reid,Nestle Aero Mint Potz,2,393,786,Goa, Goa,West,Monday
12/22/2014,Sylvester  Morales,Nestle Milky Bar Stick,2,271,542,Mumbai, Maharashtra,West,Monday
12/22/2014,Cecilia  Manning,Nestle Smarties Pop-Up,3,203,609,Trivandrum, Kerala,South,Monday
12/22/2014,Lula  Daniels,Nestle Smarties Pop-Up,3,424,1272,Nainital, Uttarakhand,North,Monday
12/22/2014,Edwin  Malone,Nestle Aero Mint Potz,2,297,594,Kolkata, West Bengal,East,Monday
12/22/2014,Trevor  Jones,Nestle Fab,1,185,185,Pune, Maharashtra,West,Monday
12/22/2014,Elaine  Ellis,Nestle Rowntree Fruit Pastil,3,315,945,Hyderabad, Telangana,South,Monday
12/22/2014,Rachel  Gomez,Nestle Aero Mint Potz,3,318,954,Delhi, Delhi,North,Monday
12/22/2014,Eddie  Green,Nestle Smarties Pop-Up,1,435,435,Durgapur, West Bengal,East,Monday
12/22/2014,Salvador  Bass,Nestle Aero Mint Potz,1,112,112,Goa, Goa,West,Monday
12/22/2014,Donna  Reid,Nestle Smarties Pop-Up,2,479,958,Goa, Goa,West,Monday
12/22/2014,Salvador  Bass,Nestle Fab,1,249,249,Goa, Goa,West,Monday
12/22/2014,Tiffany  May,Nestle Smarties Pop-Up,1,115,115,Agra, Uttar Pradesh,North,Monday
12/22/2014,Della  Jensen,Nestle Fab,3,151,453,Patna, Bihar,East,Monday
12/22/2014,Salvador  Bass,Nestle Milky Bar Stick,2,410,820,Goa, Goa,West,Monday
12/22/2014,Cindy  Becker,Nestle Smarties Pop-Up,2,103,206,Bangalore, Karnataka,South,Monday
12/22/2014,Lee  Mack,Nestle Toffee Crumble,18,475,8550,Delhi, Delhi,North,Monday
12/22/2014,Max  Rodgers,Nestle Fab,1,494,494,Nagpur, Maharashtra,West,Monday
12/22/2014,Robert  Munoz,Nestle Aero Mint Potz,1,120,120,Delhi, Delhi,North,Monday
12/22/2014,Bethany  Pena,Nestle Aero Mint Potz,2,380,760,Nagpur, Maharashtra,West,Monday
12/22/2014,Ruben  Nunez,Nestle Milky Bar Stick,2,224,448,Ahmedabad, Gujarat,West,Monday
12/22/2014,Fernando  Rowe,Nestle Maxibon Cookie,3,284,852,Ahmedabad, Gujarat,West,Monday
12/22/2014,Beth  Tucker,Nestle Kit Kat Cone,3,147,441,Pune, Maharashtra,West,Monday
12/22/2014,Sylvester  Morales,Nestle Smarties Pop-Up,1,285,285,Mumbai, Maharashtra,West,Monday
12/22/2014,Della  Jensen,Nestle Nobbly Bobbly,1,493,493,Patna, Bihar,East,Monday
12/22/2014,Bethany  Pena,Nestle Fab,2,426,852,Nagpur, Maharashtra,West,Monday
12/22/2014,Elvira  Bowman,Nestle Rowntree Fruit Pastil,2,484,968,Srinagar, Jammu and Kashmir,North,Monday
12/22/2014,Rachel  Gomez,Nestle Aero Mint Potz,1,151,151,Delhi, Delhi,North,Monday
12/22/2014,Trevor  Jones,Nestle Milky Bar Stick,18,108,1944,Pune, Maharashtra,West,Monday
12/22/2014,Donna  Reid,Nestle Rowntree Fruit Pastil,3,357,1071,Goa, Goa,West,Monday
12/22/2014,Bethany  Pena,Nestle Aero Mint Potz,3,167,501,Nagpur, Maharashtra,West,Monday
12/22/2014,Pauline  Beck,Nestle Fab,2,448,896,Pune, Maharashtra,West,Monday
12/22/2014,Jenny  Garcia,Nestle Milky Bar Stick,2,416,832,Shimla, Himachal Pradesh,North,Monday
12/22/2014,Cecilia  Manning,Nestle Rowntree Fruit Pastil,1,204,204,Trivandrum, Kerala,South,Monday
12/22/2014,Peter  Hodges,Nestle Milky Bar Stick,1,484,484,Shimla, Himachal Pradesh,North,Monday
12/22/2014,Ernest  Davis,Nestle Rowntree Fruit Pastil,2,390,780,Mumbai, Maharashtra,West,Monday
12/22/2014,Charlie  Wood,Nestle Nobbly Bobbly,1,280,280,Agra, Uttar Pradesh,North,Monday
12/22/2014,Lance  Yates,Nestle Fab,1,278,278,Srinagar, Jammu and Kashmir,North,Monday
12/22/2014,Bethany  Pena,Nestle Toffee Crumble,3,473,1419,Nagpur, Maharashtra,West,Monday
12/22/2014,Lula  Daniels,Nestle Rowntree Screamers,11,397,4367,Nainital, Uttarakhand,North,Monday
12/22/2014,Billie  Chandler,Nestle Rowntree Fruit Pastil,2,199,398,Surat, Gujarat,West,Monday
12/22/2014,Allan  Ramos,Nestle Fab,3,306,918,Jodhpur, Rajasthan,North,Monday
12/22/2014,Herman  Williams,Nestle Maxibon Cookie,2,142,284,Darjeeling, West Bengal,East,Monday
12/22/2014,Lance  Yates,Nestle Aero Mint Potz,3,335,1005,Srinagar, Jammu and Kashmir,North,Monday
12/22/2014,Della  Jensen,Nestle Kit Kat Cone,3,314,942,Patna, Bihar,East,Monday
12/23/2014,Beth  Tucker,Nestle Rowntree Fruit Pastil,3,116,348,Pune, Maharashtra,West,Tuesday
12/23/2014,Lula  Daniels,Nestle Fab,3,343,1029,Nainital, Uttarakhand,North,Tuesday
12/23/2014,Andrew  Meyer,Nestle Toffee Crumble,3,210,630,Mumbai, Maharashtra,West,Tuesday
12/23/2014,Rachel  Gomez,Nestle Aero Mint Potz,3,369,1107,Delhi, Delhi,North,Tuesday
12/23/2014,Ivan  Adkins,Nestle Aero Mint Potz,2,344,688,Mumbai, Maharashtra,West,Tuesday
12/23/2014,Trevor  Jones,Nestle Fab,1,215,215,Pune, Maharashtra,West,Tuesday
12/23/2014,Cassandra  Franklin,Nestle Fab,3,386,1158,Delhi, Delhi,North,Tuesday
12/23/2014,Cindy  Becker,Nestle Toffee Crumble,3,168,504,Bangalore, Karnataka,South,Tuesday
12/23/2014,Marian  Hill,Nestle Fab,2,351,702,Trivandrum, Kerala,South,Tuesday
12/23/2014,Ernest  Davis,Nestle Smarties Pop-Up,2,451,902,Mumbai, Maharashtra,West,Tuesday
12/23/2014,Ellen  Weaver,Nestle Milky Bar Stick,2,382,764,Hyderabad, Telangana,South,Tuesday
12/23/2014,Cassandra  Franklin,Nestle Rolo Potz,3,374,1122,Delhi, Delhi,North,Tuesday
12/23/2014,Eddie  Green,Nestle Rolo Potz,4,325,1300,Durgapur, West Bengal,East,Tuesday
12/23/2014,Joey  Wong,Nestle Aero Mint Potz,1,428,428,Goa, Goa,West,Tuesday
12/23/2014,Lorraine  Gibson,Nestle Maxibon Cookie,1,275,275,Kolkata, West Bengal,East,Tuesday
12/23/2014,Jenny  Garcia,Nestle Toffee Crumble,3,223,669,Shimla, Himachal Pradesh,North,Tuesday
12/23/2014,Isabel  Cross,Nestle Aero Mint Potz,2,119,238,Ranchi, Jharkhand,East,Tuesday
12/23/2014,Guillermo  Potter,Nestle Smarties Pop-Up,2,205,410,Nainital, Uttarakhand,North,Tuesday
12/23/2014,Lance  Yates,Nestle Milky Bar Stick,24,456,10944,Srinagar, Jammu and Kashmir,North,Tuesday
12/23/2014,Max  Rodgers,Nestle Toffee Crumble,2,173,346,Nagpur, Maharashtra,West,Tuesday
12/23/2014,Austin  Reynolds,Nestle Maxibon Cookie,15,189,2835,Kolkata, West Bengal,East,Tuesday
12/23/2014,Elaine  Ellis,Nestle Fab,3,407,1221,Hyderabad, Telangana,South,Tuesday
12/23/2014,Max  Rodgers,Nestle Toffee Crumble,3,126,378,Nagpur, Maharashtra,West,Tuesday
12/23/2014,Trevor  Jones,Nestle Rolo Potz,12,263,3156,Pune, Maharashtra,West,Tuesday
12/23/2014,Jenny  Garcia,Nestle Aero Mint Potz,11,142,1562,Shimla, Himachal Pradesh,North,Tuesday
12/23/2014,Christina  Fuller,Nestle Kit Kat Cone,2,491,982,Nagpur, Maharashtra,West,Tuesday
12/23/2014,Ellen  Weaver,Nestle Kit Kat Cone,1,159,159,Hyderabad, Telangana,South,Tuesday
12/23/2014,Ernest  Davis,Nestle Milky Bar Stick,3,290,870,Mumbai, Maharashtra,West,Tuesday
12/23/2014,Tiffany  May,Nestle Fab,3,186,558,Agra, Uttar Pradesh,North,Tuesday
12/23/2014,Sonya  Mullins,Nestle Milky Bar Stick,2,165,330,Kolkata, West Bengal,East,Tuesday
12/23/2014,Drew  Rogers,Nestle Milky Bar Stick,3,403,1209,Delhi, Delhi,North,Tuesday
12/23/2014,Bobbie  Ryan,Nestle Rowntree Fruit Pastil,3,284,852,Darjeeling, West Bengal,East,Tuesday
12/23/2014,Joey  Wong,Nestle Rowntree Screamers,1,168,168,Goa, Goa,West,Tuesday
12/23/2014,Cecilia  Manning,Nestle Fab,3,483,1449,Trivandrum, Kerala,South,Tuesday
12/23/2014,Jenny  Garcia,Nestle Rolo Potz,3,381,1143,Shimla, Himachal Pradesh,North,Tuesday
12/23/2014,Donna  Reid,Nestle Rowntree Fruit Pastil,3,319,957,Goa, Goa,West,Tuesday
12/23/2014,Iris  Underwood,Nestle Toffee Crumble,3,469,1407,Pune, Maharashtra,West,Tuesday
12/23/2014,Arturo  Francis,Nestle Smarties Pop-Up,3,169,507,Ranchi, Jharkhand,East,Tuesday
12/23/2014,Kyle  Carr,Nestle Kit Kat Cone,3,327,981,Delhi, Delhi,North,Tuesday
12/23/2014,Drew  Rogers,Nestle Aero Mint Potz,3,482,1446,Delhi, Delhi,North,Tuesday
12/23/2014,Brooke  Horton,Nestle Milky Bar Stick,3,445,1335,Nainital, Uttarakhand,North,Tuesday
12/23/2014,Max  Rodgers,Nestle Maxibon Cookie,4,217,868,Nagpur, Maharashtra,West,Tuesday
12/23/2014,Colleen  Warren,Nestle Toffee Crumble,2,329,658,Ahmedabad, Gujarat,West,Tuesday
12/23/2014,Robert  Munoz,Nestle Fab,3,486,1458,Delhi, Delhi,North,Tuesday
12/23/2014,Lee  Mack,Nestle Fab,3,321,963,Delhi, Delhi,North,Tuesday
12/23/2014,Bobbie  Ryan,Nestle Rowntree Screamers,3,469,1407,Darjeeling, West Bengal,East,Tuesday
12/24/2014,Max  Rodgers,Nestle Smarties Pop-Up,2,146,292,Nagpur, Maharashtra,West,Wednesday
12/24/2014,Lorraine  Gibson,Nestle Fab,25,281,7025,Kolkata, West Bengal,East,Wednesday
12/24/2014,Drew  Rogers,Nestle Aero Mint Potz,8,448,3584,Delhi, Delhi,North,Wednesday
12/24/2014,Cindy  Becker,Nestle Toffee Crumble,1,267,267,Bangalore, Karnataka,South,Wednesday
12/24/2014,Drew  Rogers,Nestle Rowntree Screamers,2,324,648,Delhi, Delhi,North,Wednesday
12/24/2014,Trevor  Jones,Nestle Rolo Potz,2,107,214,Pune, Maharashtra,West,Wednesday
12/24/2014,Ellen  Weaver,Nestle Fab,17,391,6647,Hyderabad, Telangana,South,Wednesday
12/24/2014,Cassandra  Franklin,Nestle Maxibon Cookie,2,489,978,Delhi, Delhi,North,Wednesday
12/24/2014,Sylvester  Morales,Nestle Rolo Potz,2,320,640,Mumbai, Maharashtra,West,Wednesday
12/24/2014,Brooke  Horton,Nestle Maxibon Cookie,3,144,432,Nainital, Uttarakhand,North,Wednesday
12/24/2014,Pauline  Beck,Nestle Aero Mint Potz,3,411,1233,Pune, Maharashtra,West,Wednesday
12/24/2014,Brooke  Horton,Nestle Smarties Pop-Up,2,487,974,Nainital, Uttarakhand,North,Wednesday
12/24/2014,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,3,159,477,Delhi, Delhi,North,Wednesday
12/24/2014,Charlie  Wood,Nestle Maxibon Cookie,2,391,782,Agra, Uttar Pradesh,North,Wednesday
12/24/2014,Eddie  Green,Nestle Smarties Pop-Up,1,469,469,Durgapur, West Bengal,East,Wednesday
12/24/2014,Beth  Tucker,Nestle Aero Mint Potz,7,207,1449,Pune, Maharashtra,West,Wednesday
12/24/2014,Max  Rodgers,Nestle Milky Bar Stick,13,340,4420,Nagpur, Maharashtra,West,Wednesday
12/24/2014,Trevor  Jones,Nestle Maxibon Cookie,3,232,696,Pune, Maharashtra,West,Wednesday
12/24/2014,Ben  Perez,Nestle Nobbly Bobbly,2,182,364,Goa, Goa,West,Wednesday
12/24/2014,Beth  Tucker,Nestle Rowntree Fruit Pastil,3,337,1011,Pune, Maharashtra,West,Wednesday
12/24/2014,Isabel  Cross,Nestle Fab,3,482,1446,Ranchi, Jharkhand,East,Wednesday
12/24/2014,Cecilia  Manning,Nestle Fab,2,453,906,Trivandrum, Kerala,South,Wednesday
12/24/2014,Cecilia  Manning,Nestle Toffee Crumble,1,457,457,Trivandrum, Kerala,South,Wednesday
12/24/2014,Beth  Tucker,Nestle Fab,2,370,740,Pune, Maharashtra,West,Wednesday
12/24/2014,Tiffany  May,Nestle Kit Kat Cone,3,157,471,Agra, Uttar Pradesh,North,Wednesday
12/24/2014,Salvador  Bass,Nestle Smarties Pop-Up,3,121,363,Goa, Goa,West,Wednesday
12/24/2014,Cassandra  Franklin,Nestle Rolo Potz,2,498,996,Delhi, Delhi,North,Wednesday
12/24/2014,Sylvester  Morales,Nestle Milky Bar Stick,2,122,244,Mumbai, Maharashtra,West,Wednesday
12/24/2014,Trevor  Jones,Nestle Kit Kat Cone,3,430,1290,Pune, Maharashtra,West,Wednesday
12/24/2014,Don  Gonzales,Nestle Milky Bar Stick,2,211,422,Mysore, Karnataka,South,Wednesday
12/24/2014,Lynette  Brewer,Nestle Milky Bar Stick,3,271,813,Varanasi, Uttar Pradesh,North,Wednesday
12/24/2014,Salvador  Bass,Nestle Maxibon Cookie,3,249,747,Goa, Goa,West,Wednesday
12/24/2014,Sylvester  Morales,Nestle Toffee Crumble,2,215,430,Mumbai, Maharashtra,West,Wednesday
12/24/2014,Andrew  Meyer,Nestle Nobbly Bobbly,1,485,485,Mumbai, Maharashtra,West,Wednesday
12/24/2014,Guillermo  Potter,Nestle Smarties Pop-Up,2,248,496,Nainital, Uttarakhand,North,Wednesday
